,Unnamed: 0,Key,Ans,Marks,Similarity,Grammer,Keyword
3437,3437,Prosecutors did an about-face in May and asked that the autopsy reports be unsealed after portions of Conner Peterson's autopsy report favorable to the defense were leaked to the media.,They asked that the autopsy reports be unsealed after portions of the autopsy report on Peterson's unborn son that were favorable to the defense were leaked to the media.,4.0,0.749317,0.985202133655548,0.43548387096774194
3438,3438,"Volume was moderate at 827.68 million shares, up from 798.95 million at the same point Tuesday.","Volume came to 439.66 million shares, below 450.39 million at the same point Wednesday.",1.5,0.25539136,0.8559191823005676,1.0
3439,3439,"Penn Traffic's stock closed at 36 cents per share on Wednesday on Nasdaq, up two cents.","Penn Traffic stock closed Wednesday at 36 cents, up 2 cents, or 6.2 percent, from Tuesday's close.",3.75,0.7945723,0.9876993894577026,0.2608695652173913
3440,3440,Hotly contested legislation that would change the state's takeover law and help a Michigan-based development company fend off a takeover cleared the state Senate on Thursday.,Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $1-billion takeover won committee approval Tuesday.,2.75,0.5453289,0.9920223951339722,0.6857142857142857
3441,3441,"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them.",4.0,0.8544299,0.9887344241142272,0.5714285714285714
3442,3442,The family owns Cheetahs strip clubs here and in Las Vegas.,The searches were conducted simultaneously with raids on strip clubs in San Diego and Las Vegas.,1.5,0.28211683,0.9917250871658324,0.0
3443,3443,"The new bill would have Medicare cover 95 percent of drug costs over $5,100.","Above that, seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $3,600.",1.8,0.377178,0.990129053592682,0.2857142857142857
3444,3444,"Several thousand 3rd Infantry troops, including the 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week.","A few thousand troops, most from the division's 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week, with flights continuing through Friday.",4.0,0.81593853,0.9943476319313048,0.3375
3445,3445,Prairie dogs sold as exotic pets are believed to have been infected in an Illinois pet shop by a Gambian giant rat imported from Africa.,Prairie dogs are believed to have become infected in a pet shop through a Gambian rat imported from Africa.,3.6,0.7768983,0.9738187193870544,0.17525773195876287
3446,3446,The defense cannot appeal Roush's ruling until after the trial.,"Defense lawyers cannot appeal the ruling until after trial, in the appellate courts.",3.4,0.68934834,0.9763818383216858,0.75
3447,3447,The committee was appointed by Defense Secretary Donald Rumsfeld under orders from Congress.,The public hearing is the second for the panel created by Defense Secretary Donald Rumsfeld under pressure from Congress.,2.6,0.59139323,0.9813501834869384,0.24285714285714285
3448,3448,"Former Indiana Rep. Frank McCloskey, 64, died Sunday in Bloomington after a battle with bladder cancer.",McCloskey died Sunday afternoon in his home after a year-long battle with bladder cancer.,3.25,0.7364975,0.9921179413795472,0.49295774647887325
3449,3449,Hospitals and the Red Cross appealed to blood donors yesterday.,The Connecticut Hospital Association joined the Red Cross Monday in calling for more blood donors.,3.75,0.7719533,0.9905458688735962,0.0
3450,3450,mexico wishes to guarantee citizens' safety. ,mexico wishes to avoid more violence.,4.0,0.8430056,0.98890882730484,0.4857142857142857
3451,3451,spain currently holds the rotating presidency of the osce. ,spain currently holds the osce's presidency.,4.2,0.8529172,0.5046374797821045,1.0
3452,3452,the treaty was first signed in 1990. ,the cfe treaty was signed in 1990.,4.2,0.8473477,0.8606772422790527,1.0
3453,3453,gorgich and pashtoon were executed in prison. ,gorgich and pashtoon were executed for trafficking heroin in sistan-baluchestan province.,3.2,0.63511723,0.5422572493553162,0.5
3454,3454,safe bourada was sentenced to 15 years in prison. ,djamel badaoui was sentenced to five years.,0.6000000000000001,0.06311479,0.9787866473197936,0.391304347826087
3455,3455,santos stated the radioactive material was the primary basis for generating crude weapons of mass destruction and terrorism. ,uranium is a radioactive material which is the primary basis for generating dirty weapons of mass destruction and terrorism.,3.6,0.7236625,0.966787576675415,0.21428571428571427
3456,3456,fulvio berghella stated that the digital worm named sq hell was particularly virulent and replicated itself at the rate of 8000 times an hour. ,fulvio berghella stated that the digital worm named sq hell has a very high capacity to replicate itself and the digital worm named sq hell is slowing down the poste italiane computer network and making some computers inoperable.,3.6,0.68938416,0.755665123462677,0.72
3457,3457,ingo kober stated there is larger interest in intellectual property rights now than 20 or 30 years ago. ,ingo kober stated that some nations had stronger intellectual property rights than others.,2.0,0.3898505,0.5232390761375427,0.6181818181818182
3458,3458,investigators claim the british company was a cia cover. ,russian investigators stated that the british company was a cia cover.,4.4,0.9153578,0.706973671913147,0.2222222222222222
3459,3459,russia and nato member countries will hold meetings this fall on the conventional forces in europe treaty (cfe). ,russian parliament voted unanimously to suspend russia's participation in the conventional forces in europe (cfe) treaty.,1.4,0.29693493,0.8223304748535156,0.6515151515151515
3460,3460,the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. ,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.,4.6,0.9731802,0.9626283049583436,0.2595419847328244
3461,3461,russia would not immediately increase military strength along russian borders. ,russia would not hesitate to increase military strength along russian borders if the need arises.,2.0,0.3533357,0.9699563384056092,0.8
3462,3462,the center will be operational in august 2008. ,the center will formally open in 2009.,2.2,0.41429424,0.9838207960128784,0.2535211267605634
3463,3463,brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers. ,the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.,3.8,0.7535081,0.988294005393982,0.32727272727272727
3464,3464,regional and international non-proliferation issues should be addressed through dialogue and negotiations. ,the second proposal was that regional and international non-proliferation issues should be addressed through dialogue and negotiations.,3.6,0.71948534,0.993256449699402,0.43902439024390244
3465,3465,bombing occurred in afghanistan as attacks by anti-government insurgents increase in recent days. ,a bombing occurred in afghanistan but police have not yet stated who is responsible.,2.6,0.54065955,0.9896803498268129,0.2328767123287671
3466,3466,georgian government websites are under intense cyber attack following russian military strikes against georgia late last week. ,the cyber attacks follow russian military strikes launched against georgia late last week.,4.8,0.958818,0.9923658967018129,0.3253012048192771
3467,3467,switzerland's trade and diplomatic relations with iran have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a deal with iran's state gas firm. ,switzerland's trade and diplomatic relations with the islamic republic have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a gas deal.,3.8,0.72755426,0.9633918404579164,0.2138364779874214
3468,3468,"the conventional forces in europe treaty limits the number of military aircraft, tanks and other non-nuclear heavy weapons in europe. ",the conventional forces in europe treaty was signed by russian and nato members in 1990.,2.8,0.58620214,0.9401151537895204,0.25547445255474455
3469,3469,the african union has proposed a peacekeeping mission to help somalia's struggling transitional government stabilize somalia. ,"the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia, particularly after the withdrawal of ethiopian forces.",3.6,0.6899407,0.9910831451416016,0.2764227642276423
3470,3470,reports state that the syrian government was concealing a nuclear facility at the attacked site. ,u.n. experts have begun analyzing reports that state the syrian government was concealing a nuclear facility at the attacked site.,4.2,0.87331253,0.7772568464279175,0.0
3471,3471,the drug is also known as ice or shabu. ,methamphetamine is also known as ice.,3.4,0.7191859,0.988962709903717,0.2
3472,3472,"national, regional and international efforts to end the illicit trade in small arms and light weapons. ",the global community must cooperate to end illicit trade of small arms and light weapons.,4.0,0.8406849,0.9933075308799744,0.0
3473,3473,religious extremism continues in pakistan despite the banning of militant groups. ,religious extremism continues in pakistan despite the banning of militant groups by the pakistani government.,4.0,0.781365,0.98248291015625,0.37362637362637363
3474,3474,russian officials have called for a conference on the conventional forces in europe treaty to discuss ratification of the amended treaty. ,antonov spoke the day before a conference on the conventional forces in europe treaty.,3.2,0.61723113,0.5161118507385254,0.41732283464566927
3475,3475,russian president putin signs decree suspending russia's application of european arms control treaty. ,president vladimir putin signed a decree suspending russia's participation in the conventional forces in europe treaty.,4.4,0.8781518,0.5939145088195801,0.425
3476,3476,myanmar was formerly known as burma. ,myanmar was formerly called burma.,5.0,0.99645656,0.9803604483604432,0.6538461538461539
3477,3477,alto huallaga is located northeast of the capital lima. ,"puerto cabezas is located 557 km northeast of managua, nicaragua.",0.0,0.0024654334,0.5213010311126709,0.0
3478,3478,nato regrets russia's decision to suspend participation in the cfe. ,russia's decision to suspend participation in the cfe is a step in the wrong direction.,3.8,0.7808074,0.9871013164520264,0.5072463768115942
3479,3479,"human rights violations in myanmar include summary executions, torture and the recruitment of child soldiers. ","these human rights violations include summary executions, torture and the recruitment of child",4.2,0.81863034,0.9796642065048218,0.4444444444444444
3480,3480,general nikolai n. urakov stated by telephone that the state scientific center of applied microbiology has quite reliable systems of protection in case of emergency. ,general nikolai n. urakov is the longtime director of the the state scientific center of applied microbiology.,2.4,0.46066052,0.6311604380607605,0.13333333333333333
3481,3481,alstom is in competition with japanese and german countries for the contract. ,alstom is competing against japanese company shinkansen and german company ice for the contract.,3.6,0.7222607,0.84864741563797,0.2698412698412698
3482,3482,the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space. ,the legislation is the most recent effort by japan to ascribe more freedom to the tightly controlled military technically known as a self-defense force.,3.8,0.6915145,0.977919340133667,0.5779816513761468
3483,3483,south korea launches new bullet train reaching 300 kph. ,south korea has had a bullet train system since the 1980s.,2.0,0.3715647,0.9774624109268188,0.0
3484,3484,russia is a member of the quartet on the middle east. ,russia is a member of the nsg.,2.2,0.34753126,0.9098702669143676,0.3977272727272727
3485,3485,anatoly sokolov announced-- soviet-built a-135 missile defense system around moscow is obsolete and inefficient. ,soviet-built a-135 missile defense system around moscow is obsolete and inefficient.,4.6,0.9544231,0.7209908962249756,0.5
3486,3486,the deal has been in process for several years. ,the iaea has been investigating iran's nuclear activities for 4 years.,0.6000000000000001,0.10928562,0.937749981880188,0.5
3487,3487,adherence to non-proliferation obligations will enhance mutual trust and foster international cooperation in nuclear energy. ,zhang yan stated that all countries should abide by non-proliferation obligations in order to enhance mutual trust and create a sound environment for international cooperation in nuclear energy.,3.2,0.6174966,0.8921887278556824,0.0
3488,3488,french energy and transport company alstom may sign a contract to build a high-speed rail link between beijing and shanghai. ,alstom may sign a contract to build a high-speed rail link between beijing and shanghai.,4.0,0.811395,0.923294484615326,0.3492063492063492
3489,3489,no other drug has become as integral in decades. ,the drug has been around in other forms for years.,2.0,0.37109563,0.9883134365081788,0.25
3490,3490,the international atomic energy agency reached an agreement with iranian officials that stated there were no remaining issues and ambiguities regarding iran's nuclear program and activities. ,the accord said that there were no remaining issues and ambiguities regarding iran's nuclear program and activities.,3.4,0.71819574,0.7761118412017822,0.46551724137931033
3491,3491,beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area. ,beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.,3.8,0.7551253,0.9855962991714478,0.4
3492,3492,russia ratified the updated treaty in 2004 but the united states and other nato members have refused to do so arguing that moscow must first fulfill obligations to withdraw forces from georgia and from moldova's separatist region of trans-dniester. ,russia has ratified the amended version but the united states and other nato members have refused to do so until the russian government withdraws troops from the former soviet republics of moldova and georgia.,4.2,0.79400027,0.9874359369277954,0.4927536231884058
3493,3493,there is conflicting opinion as to the extent of damage suffered by the insurgency. ,violence continues despite conflicting opinion on the extent of damage suffered by the rebel groups.,3.2,0.70082796,0.9015651941299438,0.75
3494,3494,helmand province is the world's largest opium-producing region. ,helmand province is the world's largest producer of opium.,5.0,0.9967012,0.8577775359153748,0.5
3495,3495,police stated tsai wen-huang would be extradited to taiwan. ,police stated that-- chung has been on the run.,1.8,0.45047265,0.942756712436676,0.2608695652173913
3496,3496,2 of the individuals arrested were released. ,2 of the zambians arrested are juveniles.,1.6,0.32664514,0.9918749928474426,0.0
3497,3497,mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa due to the high degree of organized crime and drug trafficking. ,mexican president felipe calderon has sent 2800 special agents and soldiers to sinaloa to fight drug trafficking.,4.6,0.92098516,0.9887989163398744,0.4861111111111111
3498,3498,berlin will host top-level meetings in october to save key european arms control treaty conventional forces in europe (cfe). ,russia suspended its participation in a key european arms control treaty that governs deployment of troops in europe.,1.8,0.30356094,0.9728155732154846,0.3333333333333333
3499,3499,the osce meeting lasted two days. ,the osce meeting was held in madrid.,1.8,0.36375576,0.8844519257545471,0.0
3500,3500,the cfe treaty was signed in 1990. ,the cfe treaty was established in 1990.,4.8,0.98251826,0.8318501114845276,0.0
3501,3501,iran insists that the program is aimed solely at peaceful pursuits such as the generation of ,iran insists that its nuclear program is for peaceful purposes,4.4,0.8977947,0.7812439203262329,0.5555555555555556
3502,3502,china is an important force for safeguarding world peace. ,china is an important force for promoting world development.,3.4,0.68159056,0.9527892470359802,0.2698412698412698
3503,3503,north korea denies involvement in any nuclear program in syria. ,north korea denies involvement in any syrian nuclear project.,4.4,0.8977977,0.8361296057701111,0.4375
3504,3504,a spokesman for stockwell day was not immediately available for ,chinese authorities were not immediately available for comment.,1.2,0.20263775,0.8527855277061462,0.0
3505,3505,kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington. ,kim myong-chol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc.,3.8,0.7755037,0.93952077627182,0.20987654320987653
3506,3506,iran is the most prolific applier of the death penalty in the world after china. ,the islamic republic is the most prolific applier of the death penalty in the world after china.,3.8,0.7718592,0.9585559964179992,0.26119402985074625
3507,3507,john duncan is great britain's ambassador for multilateral arms control and disarmament. ,at un assembly chinese government urges increased efforts toward global arms control and disarmament.,1.4,0.23133971,0.9842426776885986,0.2465753424657534
3508,3508,the treaty was amended in 1999 after the collapse of the soviet union. ,the treaty was amended in 1999 to reflect changes since the soviet breakup.,4.0,0.8266622,0.991202712059021,0.2535211267605634
3509,3509,kashmir is divided between india and pakistan. ,kashmir is claimed by both india and pakistan.,4.4,0.9376391,0.9578779935836792,1.0
3510,3510,south korea and israel oppose proliferation of weapons of mass destruction and an arms race. ,china will resolutely oppose the proliferation of mass destructive weapons.,1.4,0.23624486,0.9604365229606628,0.33962264150943394
3511,3511,kadhafi warns that us and britain's failure to compensate libya for nuclear disarmament will deter iran and north korea from disarming. ,western countries' failure to sufficiently compensate libya will deter iran and north korea from disarming.,3.4,0.7033351,0.9089495539665222,0.21794871794871795
3512,3512,russia ratified the amended treaty. ,russia ratified the updated treaty in 2004.,3.4,0.6966464,0.9383065700531006,0.660377358490566
3513,3513,a staff of 30 specialists will conduct research and training on cyber warfare and will be prepared to assist nato members with response to any future cyber attacks. ,a staff of 30 specialists will conduct research and training on cyber warfare.,3.4,0.67192906,0.994851529598236,0.4444444444444444
3514,3514,jamaat-i-islami's youth wing staged a separate demonstration in kashmir. ,jamaat-i-islami's youth wing's demonstration was against a us attack on iraq.,3.0,0.6072584,0.5945579409599304,0.0
3515,3515,iran is the most prolific applier of the death penalty in the world after china. ,the islamic republic is the most prolific applier of the death penalty in the world after china.,3.8,0.7718592,0.9585559964179992,0.35714285714285715
3516,3516,china will resolutely oppose the means of the delivery of mass destructive weapons. ,china has always opposed the proliferation of weapons of mass destruction.,4.4,0.9001543,0.9720668196678162,0.42857142857142855
3517,3517,a breakdown of order in china will lead to significant global turmoil. ,a breakdown of order in china will be worse than in afghanistan or yugoslavia.,3.4,0.6831388,0.9912872910499572,0.37777777777777777
3518,3518,north korea has claimed nuclear ambitions and currently north korea is reported to have missiles aimed at japan. ,north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on,4.0,0.7799164,0.9662997722625732,0.225
3519,3519,abuja is the capital of ,tskhinvali is the capital of georgia.,0.8,0.10714847,0.8709466457366943,0.33962264150943394
3520,3520,the united states government has accused the iranian government of trying to develop nuclear weapons under the cover of a civilian nuclear program. ,the us and allies have accused iran of attempting to develop nuclear weapons under the guise of a civilian nuclear program.,4.6,0.9367473,0.9119271636009216,0.2127659574468085
3521,3521,tirana is the capital of ,abuja is the capital of,1.0,0.2012327,0.8537275195121765,0.25
3522,3522,"in an armed clash iranian police kill 4 alleged drug traffickers, arrest 2, and seize nearly 5 metric tons of opium and morphine. ",during armed clashes in southeastern iran police seized nearly 5 metric tons (5.5 tons) of opium and morphine.,3.2,0.6202924,0.9883182644844056,0.5625
3523,3523,iran's nuclear projects are for peaceful purposes. ,iran insists that its nuclear program is for peaceful purposes,3.6,0.74231476,0.7812439203262329,0.37777777777777777
3524,3524,china will resolutely oppose the proliferation of mass destructive weapons. ,china will resolutely oppose the means of the delivery of mass destructive weapons.,4.2,0.82874817,0.932939350605011,0.2698412698412698
3525,3525,china is north korea's closest ally. ,north korea is a reclusive state.,1.2,0.17279652,0.8335838913917542,0.0
3526,3526,libyan foreign minister abdel rahman shalgam visited london during the first visit by a libyan foreign minister since 1969. ,shalgam's visit to london is the first by a libyan foreign minister since 1969.,4.2,0.8963688,0.8295738697052002,0.4594594594594595
3527,3527,goff stated that this presents a major threat to global security. ,it presents a major threat to global security.,3.6,0.69885385,0.9855906963348388,0.0
3528,3528,cambodia and vietnam finalized an agreement to stop asian and european drug traffickers. ,syrian and russian officials signed an agreement of cooperation in combating drug trafficking.,2.0,0.393511,0.9655044674873352,0.1836734693877551
3529,3529,activists have stated that russia is imprisoning people without evidence of illegal activity. ,russia imprisons people without evidence of illegal activity.,4.2,0.8498096,0.8695552945137024,0.5353535353535354
3530,3530,restraining extremist groups is becoming increasingly difficult because of how the groups are financed. ,bruguiere stated-- restraining extremist groups particularly across europe was becoming increasingly difficult because of how the groups are financed.,3.8,0.7736734,0.8489408493041992,1.0
3531,3531,zabol is a town in southeastern iran. ,khoramabad is a city in western iran.,1.2,0.22383972,0.9610832929611206,0.0
3532,3532,"detainees to be accused of homicide, criminal collaboration, kidnapping and the funding of terrorism and include members of the military and police. ","iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism.",3.25,0.6791877,0.7972986102104187,0.43902439024390244
3533,3533,existing rods could produce 3-6 atomic bombs in 6-8 months. ,experts stated that the rods could produce 3-6 atomic bombs in 6-8 months.,4.2,0.86280847,0.9878517389297484,0.5625
3534,3534,the international atomic energy agency may have been tricked because it was eager for a deal. ,the international atomic energy agency plan draws out negotiations for many months.,2.4,0.4784179,0.9612894654273988,0.0
3535,3535,myanmar government has stated myanmar will become opium-free by 2014. ,myanmar government stated myanmar is on track to be drug-free by 2014.,4.6,0.9290992,0.5653861165046692,1.5
3536,3536,jewish-american group the anti-defamation league (adl) published full-page advertisements in swiss and international papers in april 2008 accusing switzerland of funding terrorism through the deal. ,the anti-defamation league took out full-page advertisments in swiss and international newspapers earlier in april 2008 accusing switzerland of funding terrorism through the deal.,4.4,0.8734779,0.96802818775177,0.52
3537,3537,"france provides the rockets, guns and engines. ",britain provides fuel tanks and gearboxes.,1.8,0.3890939,0.9859675765037536,0.0
3538,3538,"capital offenses in saudi arabia include rape, murder, apostasy, armed robbery and drug trafficking. ","capital offences in iran include murder, rape, armed robbery, serious drug trafficking and adultery.",3.2,0.6313156,0.9799814820289612,0.4444444444444444
3539,3539,bae systems is the uk's largest defense company. ,bae systems is the uk's largest military,3.4,0.69230324,0.9705983400344848,0.0
3540,3540,lavrov has told us secretary of state condoleezza rice that russia remains open to dialogue. ,u.s. secretary of state condoleezza rice demanded russia withdraw its forces.,2.8,0.560298,0.6402272582054138,0.5
3541,3541,additional individuals and entities are subject to an assets freeze. ,the resolution includes a broadened list of individuals and entities subject to an assets freeze.,3.8,0.80672693,0.9846125841140748,0.6086956521739131
3542,3542,withdrawal from the treaty would allow russia to bolster forces near russian borders. ,withdrawal from the conventional forces in europe treaty would allow russia to bolster forces near russian borders.,3.4,0.6812936,0.7047460675239563,1.1734693877551021
3543,3543,fan stated the commission is primarily concerned with the term of future investment in taiwan. ,fan stated the commission will ensure the commitments are upheld once the investments are under way.,1.8,0.34554973,0.8003005385398865,0.35714285714285715
3544,3544,government spokesman maseko stated that if administrative papers are in order the government of south africa cannot intervene to prevent weapons from being transported through its territory to a neighboring landlocked country. ,spokesman themba maseko stated as long as administrative papers are in order south africa cannot intervene to prevent weapons being transported through south african territory to zimbabwe.,2.8,0.5992111,0.8608344793319702,0.3076923076923077
3545,3545,president dmitry medvedev's statement was posted on the kremlin website and carried in full by state news agencies. ,the statement was posted on the kremlin web site and carried by state news agencies.,3.2,0.6085196,0.9874581694602966,0.24285714285714285
3546,3546,turkmenistan borders afghanistan. ,sistan-baluchestan borders afghanistan and pakistan.,1.8,0.31562278,0.8022608757019043,1.0
3547,3547,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society. ,the number of executions increased dramatically in 2007 amid a campaign which iranian authorities state is aimed at improving security in society.,3.4,0.6778352,0.9599401354789734,1.0
3548,3548,syria denies having an undeclared nuclear program. ,syria denies the existence of an undeclared nuclear program.,5.0,0.99659675,0.9171263575553894,0.6296296296296297
3549,3549,amnesty international is a rights group based in london. ,the international institute for strategic studies is located in london.,1.4,0.27763546,0.9778034687042236,0.24285714285714285
3550,3550,the number 254 was tabulated with an afp count compiled from press and witness reports. ,the number of executions in iran in 2007 was calculated by an afp count compiled from press reports.,2.2,0.41588762,0.9876543879508972,0.33962264150943394
3551,3551,the iranian government stated-- the iranian nuclear program remains peaceful. ,the iranian government says the nuclear program is peaceful.,5.0,0.9965575,0.994113028049469,0.0
3552,3552,shingarev said it is very difficult to make a nuclear weapon from the plutonium in this fuel. ,donohue said it is very difficult to manipulate radioactive isotopes without leaving a trail.,0.6000000000000001,0.04765811,0.939600944519043,0.0
3553,3553,paris is the capital of france. ,lima is the capital of,0.6000000000000001,0.09989638,0.8166567087173462,0.2571428571428571
3554,3554,an indian government official spoke on condition of anonymity. ,the official spoke on condition of anonymity.,3.4,0.70488834,0.993698239326477,1.0
3555,3555,russia had threatened several times to withdraw from the cfe when it was at odds with the united states over u.s. plans to install a missile defense shield in eastern ,russia has repeatedly threatened withdrawal from the cfe in opposition to plans for the extension of the us missile defense shield to eastern europe.,4.6,0.9572734,0.793868899345398,0.5350877192982456
3556,3556,the plan for tunisia is the creation of electronic databases to facilitate tax collection. ,the plan for nigeria and mozambique is the creation an electronic database for real estate.,1.8,0.33299017,0.8580855131149292,0.21951219512195122
3557,3557,china has been praised by the international community for efforts to resolve the korean peninsula nuclear issue. ,china has been praised especially by the asia-pacific states for efforts to resolve the korean peninsula nuclear issue.,4.2,0.85194373,0.7823929786682129,0.4794520547945205
3558,3558,the russian foreign ministry stated that russia has not suspended dialogue. ,russian officials stated that russia will not reconsider the suspension.,2.6,0.528845,0.9187950491905212,0.5432098765432098
3559,3559,arms smugglers and drug cartels must be eliminated from southeast asia. ,arms smugglers and drug cartels abet terrorists.,2.8,0.5592183,0.8423163294792175,0.0
3560,3560,the new law attempts to remove any legal obstacles to building more advanced spy satellites and to help innovation in japans's space industry. ,the purpose of the new law is to remove any legal obstacles to building more advanced spy satellites and to encourage innovation in japans's space industry.,4.8,0.99282223,0.9554631114006042,0.27692307692307694
3561,3561,zhang stated-- china opposes restricting the peaceful use of nuclear energy by non-nuclear-weapon states on the basis of non-proliferation because the peaceful use of nuclear energy is a crucial objective of the npt. ,zhang yan stated that china opposes using non-proliferation as a pretext for restricting and depriving non-nuclear-weapon states of the right to peaceful use of nuclear energy.,4.4,0.9125144,0.8728255033493042,0.3082191780821918
3562,3562,non-proliferation expert at the international institute for strategic studies mark fitzpatrick stated that the iaea report -- had an unusually strong tenor. ,senior fellow at the international institute for strategic studies mark fitzpatrick stated that-- the international atomic energy agency plan is superficial.,4.0,0.82958996,0.510047197341919,0.0
3563,3563,"the treaty limits the number of aircraft, tanks and other non-nuclear heavy weapons around europe. ","the conventional forces in europe treaty limits the number of military aircraft, tanks and other non-nuclear heavy weapons in europe.",4.2,0.85741043,0.518094539642334,0.5816993464052288
3564,3564,estonian officials stated that some of the cyber attacks that caused estonian government websites to shut down temporarily came from computers in the administration of russia including in the office of president vladimir putin. ,officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin.,3.8,0.7482497,0.5354803204536438,1.0
3565,3565,britain has struck an agreement to supply saudi arabia with typhoon jets in a deal worth an estimated 8 billion pounds (about 13.9 billion us dollars). ,the uk agreed to supply saudi arabia with typhoon jets in a deal worth an estimated 8 billion pounds (approximately 13.9 billion us dollars) to the uk defense company bae systems.,3.2,0.63021684,0.8280847072601318,0.1267605633802817
3566,3566,opium is the raw ingredient for heroin. ,the poppies yielded the raw ingredient for heroin.,3.4,0.6640693,0.9811139702796936,0.391304347826087
3567,3567,wi sung-lac refused to give any details about the north korean nuclear reactor project. ,south korea has so far taken a cautious stance on the issue of the north korean nuclear reactor project.,3.0,0.6038191,0.9887675642967224,0.0
3568,3568,the agreement aimed to establish a wider cooperation covering national security and the fight against global terrorism. ,in a statement the british ministry of defense stated-- the agreement aims to establish wider cooperation covering national security and the fight against global terrorism.,3.4,0.6443286,0.9508689641952516,0.2727272727272727
3569,3569,many of those executed in iran are hanged in public. ,many of the people executed are hanged in public.,3.4,0.68280935,0.9934700727462769,0.20224719101123595
3570,3570,the united states and the allies of the united states believe iran is pursuing nuclear arms. ,the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.,3.8,0.7326146,0.972071409225464,0.27419354838709675
3571,3571,the cfe is very important for european security. ,the cfe is a cornerstone of european security.,5.0,0.99661404,0.992048680782318,0.37777777777777777
3572,3572,indian troops already fighting rebels in kashmir are now engaged in a massive campaign to destroy poppy crops in the region. ,indian troops already fighting rebels are now also engaged in a massive operation to destroy poppy crops in kashmir.,5.0,0.99463624,0.8944964408874512,0.3465346534653465
3573,3573,the matter is delicate. ,the iaea report is restricted.,0.0,0.002381674,0.9397368431091307,0.0
3574,3574,last week russia announced that it will suspend participation in the cfe. ,nato regrets russia's decision to suspend participation in the cfe.,2.4,0.49222594,0.8846484422683716,1.0
3575,3575,"the u.s., other western nations and nato condemned the violence. ","the u.s., other western nations and nato demanded a cease-fire.",3.6,0.67851454,0.9825897216796876,0.27419354838709675
3576,3576,indian nationals constitute the largest number of foreign inmates in nepal prisons. ,drug traffickers from foreign countries constitute the largest percentage of foreign inmates in nepal.,2.0,0.38665035,0.986237406730652,0.2361111111111111
3577,3577,the judicial order accused raghad of funding terrorism. ,the court accused raghad saddam hussein of funding terrorism.,4.2,0.8769317,0.6184670925140381,0.28125
3578,3578,myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking. ,myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.,3.75,0.7379359,0.9818321466445924,0.09259259259259259
3579,3579,iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society. ,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.,4.0,0.7358221,0.9313839077949524,0.47058823529411764
3580,3580,india accuses islamabad of funding and training guerrillas. ,india accuses pakistan of funding and training the cross-border guerrillas.,3.0,0.62471795,0.7915858626365662,0.5
3581,3581,the ensuing battle and airstrikes killed at least 10 militants. ,an ensuing battle killed at least 10 militants.,3.6,0.73802084,0.9929474592208862,0.6666666666666666
3582,3582,the panamanian foreign ministry communique stated that the task force will facilitate the technological transfer and promote the biofuel production and consumption. ,the panamanian foreign ministry communique stated that panama and brazil signed 3 juridical-issue treaties that included an extradition,1.8,0.3406327,0.9602208137512208,0.13513513513513514
3583,3583,vietnam has among the world's harshest drug laws. ,vietnam's drug laws are among the world's strictest laws.,4.8,0.9898829,0.9906787276268004,0.23943661971830985
